125
100,5001184
96,29255558
91,70051388
86,71784861
81,34857696
75,61081693
69,54057165
63,19435365
56,64935338
102,8593877
105,6727556
108,3972994
110,9959444
113,4387548
115,7032221
117,773685
119,6402353
121,2974268
122,7430153
123,9768546
125
125,814017
126,4204711
126,8205624
127,0148694
127,0031712
126,7843245
126,3561748
125,7154904
124,8579104
123,7779017
122,4687241
120,9224075
119,1297467
117,080327
114,7625987
112,1640291
109,2713672
106,0710737
102,549976
98,69622057
94,50059301
89,95825869
85,0709236
79,8493168
74,31574056
68,50623581
62,4717239
56,27741874
102,7122935
105,3856326
107,983238
110,4722822
112,8250127
115,0191663
117,0377797
118,8685863
120,5031948
121,9362103
123,1644032
124,185983
125
125,6058698
126,0030082
126,1905555
126,1671723
125,9308891
125,4789964
124,8079656
123,9133938
122,7899696
121,4314596
119,8307187
117,9797321
115,8696991
113,4911749
110,8342944
107,8891049
104,6460432
101,0965979
97,2341949
93,05533719
88,56100428
83,75827028
78,66202608
73,29659268
67,69690713
61,9088874
55,9885977
102,6041536
105,1742434
107,677738
110,0849336
112,3698474
114,5106507
116,4896814
118,2931353
119,9105556
121,3342281
122,5585648
123,5795289
124,3941302
125
125,3950451
125,5771721
125,5440734
125,2930631
124,8209561
124,1239818
123,1977296
122,0371235
120,6364258
118,9892754
117,0887641
114,9275623
112,4981073
109,7928688
106,8047147
103,5273963
99,95617745
96,08862394
91,92555658
87,47215095
82,73912717
77,74392457
72,51169696
67,07591265
61,47832086
55,76808464
102,5300776
105,0294495
107,4685369
109,8198667
112,0587926
114,1639078
116,1171599
117,903718
119,5116643
120,9315818
122,156099
123,1794376
123,9969918
124,6049549
125
125,1790145
125,138886
124,8763339
124,387783
123,6692758
122,7164195
121,5243688
120,0878449
118,4011932
116,4584864
114,2536788
111,780823
109,034359
106,0094889
102,7026497
99,11209173
95,23856683
91,08611425
86,66291575
81,98216289
77,06284807
71,93035795
66,61672563
61,16039875
55,60542
102,4867073
104,9449401
107,3470933
109,6672039
111,8815485
113,969028
115,9113323
117,6929124
119,3008019
120,7243358
121,9548117
122,9851306
123,8094445
124,4228279
124,8209855
125
124,9561224
124,6856034
124,1845663
123,4489189
122,4743036
121,2560873
119,7893917
118,0691661
116,0903095
113,8478436
111,3371471
108,5542551
105,4962323
102,1616218
98,55097297
94,66743741
90,51741785
86,1112349
81,46376058
76,59494686
71,53016113
66,30023317
60,94112852
55,49319663
102,4718116
104,9165101
107,3076925
109,6203069
111,8311696
113,9193235
115,8662289
117,6557974
119,2742952
120,7101478
121,9536813
122,9968288
123,8328277
124,4559266
124,861114
125,0438776
125
124,7253909
124,21596
123,46753
122,4757887
121,2362853
119,7444683
117,9957702
115,9857418
113,710239
111,1656665
108,3492822
105,2595632
101,8966324
98,26274091
94,36279198
90,20488483
85,80084544
81,16669767
76,32301766
71,29510654
66,11291741
60,81068552
55,42623798
102,4840289
104,9415963
107,3468597
109,6751617
111,9034994
114,0108674
115,9784623
117,7897532
119,4304335
120,8882789
122,1529369
123,2156755
124,0691109
124,7069369
125,1236661
125,3143966
125,2746091
125
124,486353
123,7294521
122,725036
121,468797
119,9564259
118,1837045
116,1466485
113,841704
111,2659977
108,4176441
105,2961058
101,9026035
98,24056635
94,31610478
90,13848406
85,72056435
81,07916699
76,23531957
71,21432995
66,0456444
60,76245819
55,40106977
102,5227077
105,0189865
107,4629883
109,8299807
112,0967989
114,2421844
116,2469999
118,0943196
119,7694069
121,2595972
122,5541121
123,6438252
124,5210036
125,1790439
125,612217
125,8154337
125,78404
125,513647
125
124,2388896
123,2261061
121,9574408
120,4287339
118,6359734
116,5754439
114,2439307
111,6389763
108,7591908
105,6046124
102,1771097
98,48081616
94,52257671
90,3123823
85,8637609
81,19408637
76,32476368
71,2812493
66,09287206
60,79243304
55,41558293
102,5878155
105,1486539
107,6561261
110,0849741
112,4115312
114,6140713
116,6730331
118,5711186
120,293277
121,826591
123,1600892
124,2845096
125,1920344
125,8760182
126,3307242
126,5510811
126,53247
126,2705479
125,7611104
125
123,983058
122,706126
121,1650957
119,3560111
117,275223
114,9195986
112,2867859
109,3755305
106,1860431
102,7204066
98,98301193
94,98100362
90,72470752
86,22801057
81,50865392
76,58839949
71,4930315
66,2521615
60,89881899
55,46882891
102,6799003
105,3316874
107,927888
110,4422583
112,8502806
115,1295367
117,2599424
119,2238447
121,0059917
122,5934004
123,9751442
125,1420896
126,0866062
126,8022704
127,2835805
127,5256964
127,5242113
127,274964
126,7738939
126,016942
125
123,7189095
122,1695119
120,3477523
118,2498383
115,872455
113,213038
110,2701023
107,0436231
103,5354615
99,7498214
95,69371832
91,37743357
86,81491995
82,02411924
77,02714886
71,85031572
66,52392345
61,08185251
55,56091371
102,8000982
105,5703074
108,2814803
110,9058905
113,4177962
115,7938523
118,0133554
120,0583259
121,9134448
123,5658749
125,0049974
126,2220983
127,2100304
127,9628765
128,4756312
128,7439127
128,7637147
128,531203
128,0425592
127,293874
126,2810905
125
123,44629
121,6156481
119,5039229
117,1073449
114,4228089
111,4482176
108,1828855
104,627995
100,7870938
96,66661468
92,27638852
87,6301164
82,74575426
77,64576097
72,35715907
66,91136408
61,34375389
55,69297341
102,9501852
105,8679637
108,7218352
111,4820273
114,1211615
116,6147208
118,9413009
121,0826586
123,0235868
124,7516568
126,2568724
127,5312759
128,5685404
129,3635742
129,9121551
130,2106083
130,2555317
130,0435741
129,5712661
128,8349043
127,8304881
126,55371
125
123,1646271
121,0428602
118,630193
115,922635
112,9170737
109,6117063
106,006539
102,1039443
97,90925805
93,43138942
88,68340288
83,68302041
78,4529817
73,02119551
67,42061991
61,68882555
55,86722605
103,1326788
106,229527
109,2558696
112,1792218
114,9701018
117,6025686
120,0544687
122,3074208
124,346587
126,1602932
127,7395594
129,0775925
130,1692813
131,0107246
131,5988068
131,9308339
132,0042298
131,8162955
131,3640266
130,6439889
129,6522477
128,3843519
126,8353729
125
122,872698
120,4479318
117,7204644
114,6857359
111,3403269
107,6825105
103,7128863
99,43508379
94,85650823
89,98908528
84,8499428
79,46194991
73,85402137
68,0610945
62,12370236
56,08710523
103,3510032
106,6615957
109,8928945
113,0088883
115,9774554
118,7709831
121,3665846
123,745969
125,8950471
127,8033694
129,4634797
130,8702533
132,0202679
132,9112359
133,5415136
133,9096905
134,0142582
133,8533515
133,4245561
132,724777
131,7501617
130,4960771
128,9571398
127,127302
125
122,5683717
119,8255551
116,7650785
113,3813549
109,6702898
105,6300066
101,2616826
96,57047442
91,56648721
86,26571562
80,69085375
74,87184555
68,84603436
62,65778415
56,35749251
103,6097383
107,1729581
110,6452245
113,9859815
117,1598485
120,1373236
122,8949177
125,4148234
127,6842631
129,6946578
131,4407366
132,919673
134,1303009
135,0724377
135,7463212
136,1521564
136,289761
136,158296
135,7560693
135,0804014
134,127545
132,8926551
131,369807
129,5520682
127,4316283
125
122,2483058
119,1676681
115,7497244
111,9872873
107,8751677
103,4111656
98,59721964
93,44067353
87,95557869
82,16390394
76,09647273
69,79341325
63,30390737
56,68508066
103,9149918
107,775274
111,5290639
115,1299648
118,5386334
121,7235452
124,6609391
127,3341438
129,7325241
131,850262
133,685136
135,2374013
136,5088251
137,5018927
138,219177
138,6628529
138,8343335
138,7340023
138,3610237
137,7132141
136,786962
135,5771911
134,077365
132,2795356
130,1744449
127,7516942
125
121,9075638
118,4625871
114,6539674
110,4722113
105,9105924
100,966565
95,6434086
89,95202167
83,91271061
77,55672816
70,92723855
64,0793514
57,07892278
104,2749548
108,4840822
112,5657923
116,4661802
120,1411752
123,5572848
126,6911496
129,5282886
132,0614274
134,2887302
136,212144
137,8359709
139,1657056
140,2071312
140,965641
141,4457449
141,6507178
141,5823559
141,2408092
140,6244695
139,7298977
138,5517824
137,0829263
135,3142641
133,2349215
130,8323319
128,0924362
125
121,5390928
117,693784
113,4491177
108,7924275
103,7150395
98,21437417
92,29638878
85,97818865
79,29049076
72,27946138
65,00733692
57,55125905
104,7007455
109,3203075
113,7838429
118,0277887
122,0026025
125,6732691
129,0180861
132,0264334
134,6961668
137,0310873
139,038739
140,7286328
142,1108951
143,1952853
143,9905111
144,5037677
144,7404368
144,7038942
144,3953876
143,8139569
142,9563769
141,8171145
140,3882937
138,6596731
136,6186451
134,2502756
131,5374129
128,4609072
125
121,132958
116,8380481
112,0949606
106,8867912
101,2026598
95,04097064
88,41316444
81,34758485
73,89277928
66,11927585
58,11877651
105,2077195
110,3125595
115,221483
119,8585292
124,1681768
128,115103
131,6814923
134,8631922
137,6657191
140,1007133
142,1830917
143,9289263
145,3539568
146,4726037
147,2973503
147,8383782
148,1033676
148,0973965
147,8228903
147,2795934
146,4645385
145,372005
143,993461
142,3174895
140,3297102
138,0127127
135,3460326
132,306216
128,867042
125
120,6751559
115,8625756
110,5345048
104,6685034
98,25166949
91,28591363
83,79390494
75,82479502
67,4582107
58,80457113
105,8175729
111,5007283
116,9310002
122,0166682
126,6964726
130,9374737
134,729588
138,0791239
141,0028042
143,522955
145,6639881
147,450024
148,9034021
150,0438225
150,8879083
151,449027
151,7372591
151,7594337
151,5191838
151,0169881
150,2501786
149,2129062
147,8960557
146,2871137
144,3699934
142,1248323
139,5277887
136,5508823
133,1619519
129,3248441
125
120,1456812
114,720149
108,6851793
102,0112903
94,68491564
86,71732626
78,15428517
69,08420079
59,64129732
106,5618437
112,9417804
118,9851215
124,5806708
129,6635718
134,2087312
138,2202622
141,7209111
144,7434188
147,3243146
149,4998816
151,3037794
152,7658051
153,9113761
154,7614332
155,3325626
155,637208
155,6838952
155,4774233
155,0189964
154,3062817
153,3333853
152,090742
150,5649162
148,7383174
146,5888344
144,0894076
141,2075725
137,9050394
134,1374244
129,8543188
125
119,5152309
113,3407745
106,4233968
98,72513236
90,23619929
80,99081861
71,08300997
60,67641734
107,4880214
114,7194283
121,4870346
127,6573217
133,1684125
138,0136171
142,2218187
145,8408393
148,9256454
151,5310029
153,7074444
155,499407
156,9446628
158,0744434
158,9138857
159,4825821
159,7951152
159,8615159
159,6876177
159,2752925
158,6225664
157,7236115
156,5686106
155,1434918
153,4295256
151,4027804
149,033435
146,2849605
143,1132088
139,4654952
135,279851
130,4847691
125
118,7392912
111,6163901
103,5560177
94,51151995
84,48978001
73,58060315
61,98136209
108,6708138
116,9608766
124,586267
131,393169
137,3391392
142,455506
146,8125561
150,4949821
153,5873204
156,1666074
158,2994861
160,0417413
161,4389957
162,5278491
163,3370843
163,8887651
164,1991546
164,2794357
164,1362391
163,7719894
163,1850801
162,3698836
161,3165971
160,0109147
158,4335128
156,5593265
154,3565914
151,7856258
148,7973402
145,3314966
141,3148207
136,6592255
131,2607088
125
117,7468546
109,3710283
99,7640828
88,87617835
76,76826051
63,66842786
110,2343572
119,8669974
128,5039876
135,9899482
142,3394695
147,6567117
152,0779174
155,7392128
158,7620467
161,24862
163,2821514
164,9290764
166,2417297
167,2608728
168,0178371
168,5362394
168,8333023
168,920833
168,8059136
168,4913461
167,9758808
167,2542457
166,3169796
165,1500572
163,7342844
162,0444213
160,0479783
157,7036112
154,9590294
151,7483305
147,9887097
143,5766032
138,3836099
132,2531454
125
116,4171582
106,2976046
94,48259006
80,9478327
65,92408882
112,3996176
123,7687682
133,5727378
141,7231665
148,3720788
153,7539538
158,1031893
161,6219048
164,4730336
166,7836745
168,651423
170,1506832
171,3379739
172,2560754
172,9371519
173,4050531
173,6769823
173,7646804
173,6752363
173,4116005
172,9728511
172,354239
171,5470183
170,5380501
169,3091462
167,8360961
166,0872894
164,0218114
161,5868356
158,7140864
155,3150844
151,2748676
146,4439823
140,6289717
133,5828418
125
114,5265873
101,8087446
86,61639142
69,08009473
115,5953449
129,2357201
140,2950289
148,9579014
155,6717253
160,8838355
164,958981
168,1721835
170,7245084
172,7616214
174,3891831
175,6842594
176,7034073
177,488303
178,0696421
178,4698389
178,7048935
178,78567
178,7187507
178,5069685
178,1496843
177,6428409
176,9788045
176,1459786
175,1281544
173,9035273
172,4432718
170,7095092
168,6524151
166,2060951
163,2826737
159,7638007
155,4884801
150,2359172
143,7023954
135,4734127
125
111,6094096
94,62889366
73,77989868
120,7460418
137,2837385
149,4137562
158,141685
164,4730855
169,1506819
172,6767158
175,3833398
177,4911951
179,1491198
180,4594283
181,4937642
182,3030929
182,9240874
183,3832744
183,6997668
183,8870826
183,9543556
183,9071279
183,7478385
183,4760765
183,0886359
182,5793801
181,9389055
181,1539656
180,2065867
179,0727615
177,7205386
176,1072207
174,175205
171,8457148
169,0091814
165,51022
161,1238217
155,5174099
148,1912554
138,3905904
125
106,509875
81,41060631
130,105084
149,7394359
161,9345723
169,7219969
174,9282497
178,5690909
181,2138603
183,1932649
184,7078122
185,8842343
186,8056463
187,5282761
188,0911126
188,5216791
188,8396012
189,0588715
189,1893145
189,2375418
189,207567
189,101181
188,9181475
188,6562461
188,3111744
187,8762976
187,3422158
186,6960926
185,9206486
184,9926631
183,8807241
182,5417893
180,9157992
178,91699
176,4193969
173,2317395
169,0521673
163,3836086
155,3711063
143,490125
125
95,35265158
149,9348581
169,6343486
178,8631004
183,8834807
186,9488255
188,9835715
190,4163698
191,4680473
192,2625546
192,8743589
193,3506466
193,7225813
194,0114023
194,2319154
194,39458
194,5068034
194,573762
194,5989302
194,5844171
194,5311711
194,4390863
194,3070266
194,132774
193,9128948
193,6425075
193,3149193
192,9210772
192,4487409
191,8812235
191,1954289
190,3587027
189,3235827
188,0186379
186,3315721
184,0759112
180,9199053
176,2201013
168,5893937
154,6473484
125
